text,true,pred
world war get glossy sepia-tinted makeover jean-pierre jeunet relentlessly whimsical long engagement jeunet trademark style consists mechanical clockwork-like narrative construction garnished lavish chocolate box production value seasoned faux-naive humour approach worked pretty previous picture romantic fantasy amelie thanks small_NEG part_NEG to_NEG the_NEG inimitable_NEG contribution_NEG of_NEG audrey_NEG tatou_NEG in_NEG the_NEG title_NEG role_NEG applied vastly sombre material jeunet method backfire badly tatou crop variation sort sweetly off-beat character amelie mathilde orphan life quietly aunt uncle idyllic rural setting determined trace child sweetheart manech gaspard ulliel year went missing war manech soldier court-martialled self-mutilation num crepuscule sent punishment presumed dead mathilde cherishes hope finding film follows mathilde dogged quest really happened delf deeper uncovers sad shocking story high-ranking corruption inhumanity mathilde filter fact fiction arise various conflicting overlapping incomplete account manech final hour poignant gripping simply confusing thanks visual verbal clutter jeunet pummels audience simply going time including intrusive narration add precisely appreciation story character moment respite informational overload felt denied space reflect mathilde quest room engage term jeunet unceasingly busy camera spiral swoop circle caressing surface contour exquisitely designed production singularly fails penetrate soul beneath story skin result deeply uninvolving worse grotesque world war particularly dark hour human history imagine re-created picturesque commercial known belgian lager measure film,negative,positive
hardly believe inert turgid badly staged film filmmaker work quite enjoyed experience enduring lady duke other_NEG word_NEG but_NEG ``_NEG enduring_NEG ''_NEG will_NEG do_NEG )_NEG left vile mood condition relieved reading imdb user comment ali- num only_NEG ha_NEG rohmer_NEG attempted_NEG (_NEG with_NEG success_NEG )_NEG to_NEG make_NEG u_NEG see_NEG the_NEG world_NEG through_NEG the_NEG genre_NEG art_NEG of_NEG num_NEG th_NEG century_NEG france_NEG but_NEG ali pointed shown cost alienating audience effect class consciousness revolution inspired eye dislikably elitist woman time director accomplished undeniably difficult question worth effort took -- watch dull result labor,negative,positive
num th september num short dumpy num year old woman stood trial attempted murder leonie haddad lady husband recently died agreed lodger came housing authority elderly haddad made_NEG aware_NEG that_NEG her_NEG new_NEG lodger_NEG had_NEG fact come fresh patton state mental hospital incarcerated inexplicable knife attack married couple year previously haddad soon realised denmark woman began lock bathroom tape recorder reciting prophesies seven god haddad fear confirmed night awoke lodger sitting astride chest holding bread knife announcing god inspired kill haddad managed knock assailant telephone before_NEG she_NEG had_NEG lost_NEG a_NEG finger_NEG and_NEG suffered_NEG deep_NEG laceration_NEG to_NEG her_NEG face_NEG and_NEG chest_NEG miracle survived lodger judged innocent reason insanity sent kicking screaming laughing academy year later released celebrity for_NEG the_NEG brutal_NEG attack_NEG on_NEG her_NEG innocent_NEG victim_NEG incarnation num year earlier known curve tease pin girl world - notorious bettie page director mary harron mainly known psycho take glory day legendary cheesecake bondage model played solidly gretchen mol inadvertently wrote blue print fetish iconography influence detected comic book catwalk day-glo fun ride evocative depiction num page familial help good intentioned boyfriend photographer number star pocket sized men glossy title like wink tab parade real dream movie stardom evades brush authority obscenity charge num inciting incident lead retire modelling god overall style film light frothy darkens momentarily allusion father incestuous attention sexual assault inexplicably appears discernible_NEG effect_NEG on_NEG her_NEG mol play page photograph happy carefree fun - bondage shot betray little good humoured incomprehensibility film end upbeat page cheerfully handing bible park indication_NEG of_NEG the_NEG real_NEG life_NEG unhappy_NEG marriage_NEG personal tragedy decent murderous insanity lay avoiding think essential core page story - rebirth resurrection having emerged decade incarceration page cult ascendance mid num huge underground icon asking happened bettie page disappearance fed fire number conspiracy theory adding allure legend world medium finally caught gave hint_NEG of_NEG her_NEG darker_NEG past_NEG and_NEG she_NEG wa_NEG soon_NEG giving_NEG interview_NEG for_NEG magazine_NEG photographed playboy party like pamela anderson equally tragic anna nicole smith famous year glare matter time story come light notorious thing notorious bettie page left truly notorious,negative,positive
weird movie archaeologist studying culture ancient hohokam indian take really fake looking mummy burial cave brings home study pretty soon start acting weird talking mummy shortly son possessed spirit mummy stranger event place spirit try destroy woman family actually really boring overall make fall asleep couple time try watch just make end ahah secret mummy mummy spirit angry removed cave be_NEG able_NEG to_NEG ascertain_NEG what_NEG the_NEG spirit_NEG 's_NEG motivation_NEG is_NEG like spooky shenanigan low-budget num hairstyle certain comforting appeal way described story clearer jumbled boring way film lay story boring movie really fascinating achieves maybe good movie heart executed awkward way know_NEG know enjoyed quite bit despite dullness fan spider baby interested know couple music cue film used including instrumental version theme song featuring frightening fairly well-done sequence showing possessed boulder rock rolling eventually attacking people camper scene movie merely spooky quirky scene actually pretty scary weird worth time want shelf,positive,negative
jimmy wang yu authentic asian superstar directed wrote film seen dubbed videotape version widescreen shaw scope shape lost original actor voice absent good watch story usual martial art school fight villain japan plot young hero winning end beating load assorted thug combat get better film unravels early film look stiff dull later great scene wang yu fight horde gambling joint walk snowy scene take villain knife sword fist exciting quite good interesting non dubbed widescreen version,positive,negative
simply love movie perfect example well-rounded surprising story come asian cinema recent hollywood remake movie richard gere simply awful jennifer lopez confuse_NEG the_NEG two_NEG movie_NEG original japanese film touching subtle wonderfully acted hollywood version exact opposite aghast saw trailer remade version starring typical hollywood unoriginal crass commercialism worst remake cement argument foreign film be_NEG improved_NEG upon_NEG reason original film did become_NEG more_NEG widely_NEG viewed_NEG is_NEG the_NEG u_NEG audience_NEG 's_NEG aversion_NEG to_NEG subtitle_NEG main reason movie work_NEG in_NEG an_NEG american_NEG telling_NEG is_NEG that_NEG the_NEG reserved_NEG ultra socially conservative character public japanese persona issue movie certainly main character awakens understanding living vivacious life dance half movie tension come stereotype ridicule ballroom dancer face japan try movie original form the_NEG terrible_NEG full_NEG screen_NEG skip remake shallow travesty comparison original japanese movie yes know original movie older simply japanese story people likely time soon new remake speaking foreign film make quick recommendation num wedding-i list reason outstanding film num stechino-very funny italian mistaken identity flic num korean action pic mix asian flare style plot num lola run-a german film integrates techno score ingeniously just quick list -,positive,negative
episode introduces formal dress uniform worn captain picard commander riker lieutenant tasha yar plot episode deal num group separate alien delegate anticans selae try capture eat turn num side really hate riker tasha contain trouble mysterious spacial anomaly go ship injuring killing crew member end episode spacial anomaly possesses valuable member crowd able rescue maybe able continue going mission space exploration note episode mark irish actor colm meaney second appearance tng encounter farpoint portrays tasha yellow-shirted security guard,positive,negative
style substance style cell internal version serial killer movie unfortunately story hardly support visuals psychotherapist catherine deane j-lo go patient dream artificial mean discover help come phobia obsession new patient fallen coma brought attention fbi serial killer drowns female victim pose body grotesque scenario like mannequin deane enter killer mind navigate sick fantasy order save latest victim director tarsem singh incredible vision set piece production dream sequence like nightmare-ish painting motion landscape costume plot suffers lack history character stargher person thorough background person want care basically movie move present tense shame movie visually stunning genuinely scary lopez wasted that_NEG amazing_NEG an_NEG actress_NEG anyway_NEG gorgeous vince vaughn even_NEG know_NEG why_NEG he_NEG wa_NEG chosen_NEG his_NEG forte_NEG and_NEG he_NEG overacts_NEG to_NEG boot_NEG tried hard character showed stick comedy vince movie visually frightening watch movie light fall_NEG asleep_NEG right_NEG away_NEG afterward_NEG,positive,negative
have_NEG to_NEG go_NEG to_NEG this_NEG hospital_NEG [_NEG or_NEG hospice_NEG want politically correct as coined asinine phrase direction town george did masterful job playing burned worked cynic come conclusion life waste helpless change environment condition given golden opportunity probably so_NEG golden_NEG anyway_NEG ]_NEG got laugh brutally black comedy time sobered chilled marrow fear atmosphere pervades house healing write,positive,negative
thought film just perfect read movie do_NEG it_NEG justice_NEG plot just doe sound_NEG very_NEG interesting_NEG just rent be_NEG sorry_NEG,positive,negative
witchery just incoherent lamentably scripted horror movie num luckily compensating quality like fantastic gore effect exhilarating musical score terrific casting choice honestly screenplay doe make_NEG one_NEG iota_NEG of_NEG sense_NEG care linda blair exploded hairstyle portrays girl possessed evil power david hasselhof depicts hunky photographer ca seem_NEG to_NEG get_NEG laid_NEG )_NEG in_NEG a_NEG movie_NEG that_NEG constantly_NEG feature_NEG bloody_NEG voodoo_NEG sewn-shut lip upside crucifixion vicious burning overused genuinely creepy tune random people gathered abandoned vacation resort island coast massachusetts young couple investigate place dark history dysfunctional family pregnant linda blair bother father whereabouts considers re-opening hotel yummy female architect simply tagged casual sex forced stay night ramshackle hotel suddenly previous landlady aging actress dress black start taking various engrossing way related intro sequence showing woman accused witchery jump window plot definitely minor importance italian horror franchise started unofficial spin-off evil dead atmosphere occasionally unsettling make-up effect undoubtedly superior element entire film supremely morbid unsettling staring defenseless woman hanging upside chimney waiting fried,negative,positive
